edge_id	executable	legacy_source	kind	legacy_targets	legacy_continuation	operation	native_function	native_test_or_fixture	status	prerequisites
edge-0083	portname.exe	PORTNAME:039F	native-return	PORTNAME:004F,PORTNAME:017D		c3 ret	src/main_portname.c::main; src/yt_file.c::{yt_database_open,yt_database_open_observed}	tests/test_data.c::test_database_random_open; tests/test_utilities.c::test_portname	candidate	successful ordinary/device and existing/create-reopen OPEN returns are represented at both initial-validation and accepted-loop continuations with a registered handle and unchanged cursor; add raw FIELD/file-block/descriptor residue and caller error-router composition
edge-0084	portname.exe	PORTNAME:03AD	conditional	PORTNAME:03B2	PORTNAME:03AF	7403 jz 0x3b2	src/main_portname.c::main; src/yt_file.c::yt_file_size	tests/test_utilities.c::test_portname	candidate	exact zero-byte LOF predicate selects destructive missing-data path while any nonzero length advances
edge-0085	portname.exe	PORTNAME:03AF	jump	PORTNAME:0416		e96400 jmp 0x416	src/main_portname.c::main; src/yt_config.c::yt_config_load	tests/test_utilities.c::test_portname	candidate	nonzero file reaches configuration record load without divisibility or marker validation; add malformed physical GET/CVS fixtures
edge-0086	portname.exe	PORTNAME:0411	process-terminal			3E:01 END	src/main_portname.c::main; src/yt_file.c::yt_file_delete	tests/test_utilities.c::test_portname	candidate	zero-byte file error/delete successful terminal disposition is represented; add exact CLOSE-all/END console and failure state
edge-0087	portname.exe	PORTNAME:0441	native-return	PORTNAME:0052		c3 ret	src/main_portname.c::main; src/yt_config.c::yt_config_load	tests/test_utilities.c::test_portname	candidate	nonzero successful configuration load returns with port/planet offsets; add raw FIELD/cache and physical failure proof
edge-0088	portname.exe	PORTNAME:044A	conditional	PORTNAME:044F	PORTNAME:044C	7403 jz 0x44f	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	process-local prepared-pool initialization gate is represented; add explicit repeat-call lazy-state fixture
edge-0089	portname.exe	PORTNAME:044C	jump	PORTNAME:0568		e91901 jmp 0x568	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	ready pool bypasses loader and enters the generator; add retained pool identity fixture
edge-0090	portname.exe	PORTNAME:0457	jump	PORTNAME:047C		e92200 jmp 0x47c	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	lazy pool scan enters sentinel-bounded token loop over the compiled immutable blob
edge-0091	portname.exe	PORTNAME:046C	conditional	PORTNAME:0471	PORTNAME:046E	7503 jnz 0x471	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	exact sentinel comparison terminates pool count; compiled 908-token identity is represented
edge-0092	portname.exe	PORTNAME:046E	jump	PORTNAME:0490		e91f00 jmp 0x490	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	nonsentinel token advances the lazy count loop; add raw READ descriptor/fault state
edge-0093	portname.exe	PORTNAME:048E	conditional	PORTNAME:045A	PORTNAME:0490	76ca jna 0x45a	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	99,999 safety ceiling and ordinary loop continuation are structurally represented; add corrupt missing-sentinel boundary
edge-0094	portname.exe	PORTNAME:04DB	jump	PORTNAME:0551		e97300 jmp 0x551	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	prepared-array fill enters exact token length transform and common store
edge-0095	portname.exe	PORTNAME:04F0	conditional	PORTNAME:04F5	PORTNAME:04F2	7f03 jg 0x4f5	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	tokens longer than four take leading-space and first-byte uppercase preparation; boundary vectors are covered upstream
edge-0096	portname.exe	PORTNAME:04F2	jump	PORTNAME:0527		e93200 jmp 0x527	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	four-byte-or-shorter tokens remain unchanged before common store
edge-0097	portname.exe	PORTNAME:0563	conditional	PORTNAME:0568	PORTNAME:0565	7703 ja 0x568	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	exact 908-entry prepared-array loop bound is represented
edge-0098	portname.exe	PORTNAME:0565	jump	PORTNAME:04DE		e976ff jmp 0x4de	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	prepared-array loop repeats in source order; add raw counter/string allocation residues
edge-0099	portname.exe	PORTNAME:05B1	jump	PORTNAME:05F5		e94100 jmp 0x5f5	src/yt_init.c::yt_generate_port_name; src/yt_random.c::yt_random_next	tests/test_utilities.c::test_port_name_generator	candidate	two count draws select exact two-through-four fragment loop before selector draws
edge-0100	portname.exe	PORTNAME:0607	conditional	PORTNAME:05B4	PORTNAME:0609	76ab jna 0x5b4	src/yt_init.c::yt_generate_port_name; src/yt_random.c::yt_random_next	tests/test_utilities.c::test_port_name_generator	candidate	exact selected fragment count controls two-through-four selector draws; native tests pin four and six total draws
edge-0101	portname.exe	PORTNAME:0620	conditional	PORTNAME:0625	PORTNAME:0622	7403 jz 0x625	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	leading prepared-space predicate selects final one-byte removal; native maximum-name vector is pinned
edge-0102	portname.exe	PORTNAME:0622	jump	PORTNAME:063F		e91a00 jmp 0x63f	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	nonspace first byte bypasses removal and reaches mandatory first-byte uppercase
edge-0103	portname.exe	PORTNAME:0663	native-return	PORTNAME:01E7		c3 ret	src/yt_init.c::yt_generate_port_name	tests/test_utilities.c::test_port_name_generator	candidate	exact generated name and provider draw count return to the controller; add provider-failure/raw frame fixtures
edge-0104	rmt-init.exe	RMT-INIT:0030	nonreturning-loader-call	second-stage:051C:0000,RMT-INIT:003A		9a00001c05 call 0x51c:0x0	src/main_rmt_init.c::main; src/yt_init.c::yt_rmt_standalone_prompt_compose	tests/test_utilities.c::{test_rmt_standalone_entry,test_rmt_standalone_decline,test_rmt_init}	candidate	native process entry and exact standalone application prefix are represented; add physical BRUN loader/framebuffer/file-registry state and remote entry composition
edge-0105	rmt-init.exe	RMT-INIT:0070	conditional	RMT-INIT:0075	RMT-INIT:0072	7403 jz 0x75	src/main_rmt_init.c::{read_handoff,main}; src/yt_init.c::yt_rmt_handoff_parse	tests/test_utilities.c::{test_rmt_handoff_parser,test_rmt_standalone_decline,test_rmt_init}	candidate	missing random-open and empty handoff select standalone while any nonzero byte selects first-line parsing; add raw file-number/LOF/error state
edge-0106	rmt-init.exe	RMT-INIT:0072	jump	RMT-INIT:0123		e9ae00 jmp 0x123	src/main_rmt_init.c::{read_handoff,main}; src/yt_init.c::yt_rmt_handoff_parse	tests/test_utilities.c::test_rmt_handoff_parser	candidate	nonempty handoff extracts the first CR/LF/DOS-EOF-bounded path and enters remote initialization; add joined DORINFO/UART/delete fixture, embedded-NUL/raw descriptor state and failures
edge-0107	rmt-init.exe	RMT-INIT:00E4	conditional	RMT-INIT:00E7	RMT-INIT:00E6	7401 jz 0xe7	src/yt_init.c::yt_rmt_standalone_response_compose; src/main_rmt_init.c::main	tests/test_utilities.c::test_rmt_standalone_entry	candidate	exact whole-string uppercase-Y equality and unequal paths are represented after the bounded normal editor handoff
edge-0108	rmt-init.exe	RMT-INIT:00F2	conditional	RMT-INIT:00F5	RMT-INIT:00F4	7401 jz 0xf5	src/yt_init.c::yt_rmt_standalone_response_compose; src/main_rmt_init.c::main	tests/test_utilities.c::test_rmt_standalone_entry	candidate	exact whole-string lowercase-y equality and unequal paths are represented; multi-byte yes remains rejected
edge-0109	rmt-init.exe	RMT-INIT:00F9	conditional	RMT-INIT:00FE	RMT-INIT:00FB	7503 jnz 0xfe	src/yt_init.c::yt_rmt_standalone_response_compose; src/main_rmt_init.c::main	tests/test_utilities.c::test_rmt_standalone_entry	candidate	combined strict Y-or-y decision routes blank, N and yes to END while exact Y/y proceed
edge-0110	rmt-init.exe	RMT-INIT:00FB	jump	RMT-INIT:0103		e90500 jmp 0x103	src/yt_init.c::yt_rmt_standalone_response_compose; src/main_rmt_init.c::main	tests/test_utilities.c::{test_rmt_standalone_entry,test_rmt_init}	candidate	accepted Y/y appends the exact direct blank after the normal editor CR and enters the proceeding path
edge-0111	rmt-init.exe	RMT-INIT:00FE	process-terminal			3E:01 END	src/main_rmt_init.c::main; src/yt_init.c::yt_rmt_standalone_response_compose	tests/test_utilities.c::{test_rmt_standalone_entry,test_rmt_standalone_decline}	candidate	decline emits no post-answer blank, preserves the created empty handoff and reaches normal END without touching YTDATA; add physical editor/Break/EOF/framebuffer/END cleanup
edge-0112	rmt-init.exe	RMT-INIT:0120	jump	RMT-INIT:014D		e92a00 jmp 0x14d	src/main_rmt_init.c::main; src/yt_init.c::yt_rmt_standalone_response_compose	tests/test_utilities.c::test_rmt_init	candidate	accepted standalone prefix continues through handoff deletion into old-data validation and complete reset; add raw file-registry and every failure-prefix join
edge-0113	rmt-init.exe	RMT-INIT:0165	conditional	RMT-INIT:016A	RMT-INIT:0167	7403 jz 0x16a	src/main_rmt_init.c::{read_handoff,main}; src/yt_init.c::yt_rmt_handoff_parse; src/yt_rmt_door.c	tests/test_utilities.c::{test_rmt_handoff_parser,test_rmt_init,test_rmt_remote_opendoors_entry}	candidate	empty handoff retains standalone/local state and skips DORINFO while a nonempty COM1 handoff selects the bounded parser and reaches the supported OpenDoors physical adapter; add raw flag/file state and failure prefixes
edge-0114	rmt-init.exe	RMT-INIT:0167	jump	RMT-INIT:07EA		e98006 jmp 0x7ea	src/main_rmt_init.c::main	tests/test_utilities.c::test_rmt_init	candidate	accepted standalone mode bypasses DORINFO/UART/status/alias work and joins the old-data binder with The Sysop credit
edge-0115	rmt-init.exe	RMT-INIT:0225	conditional	RMT-INIT:022A	RMT-INIT:0227	7403 jz 0x22a	src/yt_init.c::yt_rmt_serial_state_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	optional trailing colon is removed before final-byte port parsing; add raw string descriptors and allocation/failure prefixes
edge-0116	rmt-init.exe	RMT-INIT:0227	jump	RMT-INIT:0244		e91a00 jmp 0x244	src/yt_init.c::yt_rmt_serial_state_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	non-colon identifiers proceed unchanged to final-byte port parsing
edge-0117	rmt-init.exe	RMT-INIT:026D	conditional	RMT-INIT:0270	RMT-INIT:026F	7601 jna 0x270	src/yt_init.c::yt_rmt_serial_state_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	lower port boundary distinguishes zero/nonpositive VAL results from COM1..4; add fractional/overflow raw VAL state
edge-0118	rmt-init.exe	RMT-INIT:027B	conditional	RMT-INIT:027E	RMT-INIT:027D	7301 jnc 0x27e	src/yt_init.c::yt_rmt_serial_state_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	upper port boundary distinguishes COM1..4 from COM5 and above; add fractional/corrupt MBF state
edge-0119	rmt-init.exe	RMT-INIT:0282	conditional	RMT-INIT:0287	RMT-INIT:0284	7503 jnz 0x287	src/yt_init.c::{yt_rmt_serial_state_compose,yt_rmt_serial_events_compose}	tests/test_utilities.c::test_rmt_remote_serial	candidate	exact ports 1..4 enter the byte-ordered BDA/UART transaction while lower/upper boundary fixtures select local mode
edge-0120	rmt-init.exe	RMT-INIT:0284	jump	RMT-INIT:0548		e9c102 jmp 0x548	src/yt_init.c::{yt_rmt_serial_state_compose,yt_rmt_serial_events_compose}	tests/test_utilities.c::test_rmt_remote_serial	candidate	invalid ports bypass every BDA/UART event and retain zero detected baud
edge-0121	rmt-init.exe	RMT-INIT:02A3	conditional	RMT-INIT:02A6	RMT-INIT:02A5	7501 jnz 0x2a6	src/yt_init.c::yt_rmt_serial_state_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	COM1 comparison contributes to the COM1/3 BRUN-device selector
edge-0122	rmt-init.exe	RMT-INIT:02B1	conditional	RMT-INIT:02B4	RMT-INIT:02B3	7501 jnz 0x2b4	src/yt_init.c::yt_rmt_serial_state_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	COM3 comparison completes the COM1/3 BRUN-device selector
edge-0123	rmt-init.exe	RMT-INIT:02B8	conditional	RMT-INIT:02BD	RMT-INIT:02BA	7503 jnz 0x2bd	src/yt_init.c::yt_rmt_serial_state_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	COM1/3 select COM1 while COM2/4 retain COM2
edge-0124	rmt-init.exe	RMT-INIT:02BA	jump	RMT-INIT:02C5		e90800 jmp 0x2c5	src/yt_init.c::yt_rmt_serial_state_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	COM2/4 device selection rejoins layout construction without a string rewrite
edge-0125	rmt-init.exe	RMT-INIT:02D0	conditional	RMT-INIT:02D5	RMT-INIT:02D2	7403 jz 0x2d5	src/yt_init.c::{yt_rmt_serial_state_compose,yt_rmt_serial_events_compose}	tests/test_utilities.c::test_rmt_remote_serial	candidate	COM3 alone emits BDA 0400=E8 and 0401=03 before UART sampling
edge-0126	rmt-init.exe	RMT-INIT:02D2	jump	RMT-INIT:02EB		e91600 jmp 0x2eb	src/yt_init.c::yt_rmt_serial_events_compose	tests/test_utilities.c::test_rmt_remote_serial	candidate	non-COM3 layouts bypass its BDA alias writes
